year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,total_lateminutes,count_ontime
2018,5,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",615,129,17.98,7.92,71.57,0,31.53,16,9,12366,1877,861,7092,0,2536,24732,332
2018,5,EV,ExpressJet Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",24,3,2.48,0,0.52,0,0,0,0,232,218,0,14,0,0,464,18
2018,5,EV,ExpressJet Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",33,4,1.65,0,1.03,0,1.32,1,0,439,231,0,28,0,180,878,24
2018,5,EV,ExpressJet Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",31,6,2.18,0,0.98,0,2.83,0,0,401,173,0,105,0,123,802,19.01
2018,5,EV,ExpressJet Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",104,12,2.08,3.94,3.72,0,2.26,0,0,493,75,135,151,0,132,986,80
2018,5,EV,ExpressJet Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",92,19,9.7,0,2.03,0,7.27,3,0,1257,788,0,112,0,357,2514,51
2018,5,EV,ExpressJet Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",78,16,8,0,4.05,0,3.95,2,0,1009,526,0,273,0,210,2018,44
2018,5,EV,ExpressJet Airlines Inc.,RIC,"Richmond, VA: Richmond International",409,86,27.34,3.72,24.02,0,30.93,3,0,8379,4027,839,998,0,2515,16758,233.99
2018,5,EV,ExpressJet Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",30,3,2.82,0,0.18,0,0,0,0,148,145,0,3,0,0,296,24
2018,5,EV,ExpressJet Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",56,6,2.21,0,1.82,0,1.97,0,0,359,257,0,41,0,61,718,44
2018,5,EV,ExpressJet Airlines Inc.,RST,"Rochester, MN: Rochester International",109,18,6.04,0,1.39,0,10.58,0,0,1123,380,0,76,0,667,2246,72.99
2018,5,EV,ExpressJet Airlines Inc.,SAF,"Santa Fe, NM: Santa Fe Municipal",92,15,9.54,0,2.34,0,3.12,0,0,1440,1044,0,146,0,250,2880,62
2018,5,EV,ExpressJet Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",43,9,2.89,0,3.24,0,2.86,2,0,430,192,0,111,0,127,860,23.01
2018,5,EV,ExpressJet Airlines Inc.,SBN,"South Bend, IN: South Bend International",62,10,3.84,0,1.45,0,4.71,4,0,737,395,0,64,0,278,1474,38
2018,5,EV,ExpressJet Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",60,6,2.92,0.37,0.7,0,2,0,1,412,289,26,50,0,47,824,47.01
2018,5,EV,ExpressJet Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",88,15,1.26,2.39,8.87,0,2.47,0,0,685,189,91,237,0,168,1370,58.01
2018,5,EV,ExpressJet Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",212,15,6.69,0.66,2.8,0,4.85,2,0,849,304,54,59,0,432,1698,180
2018,5,EV,ExpressJet Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2018,5,EV,ExpressJet Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",64,4,1.93,0.85,0.07,0,1.15,1,0,221,118,64,5,0,34,442,55
2018,5,EV,ExpressJet Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",27,3,1.59,0,0.06,0,1.35,2,0,317,202,0,7,0,108,634,19
2018,5,EV,ExpressJet Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,5,EV,ExpressJet Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",104,17,8.02,1.76,5.33,0,1.9,1,0,912,430,131,285,0,66,1824,68.99
2018,5,EV,ExpressJet Airlines Inc.,TUS,"Tucson, AZ: Tucson International",9,2,0.96,0,1.04,0,0,0,0,46,23,0,23,0,0,92,5
2018,5,EV,ExpressJet Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",248,34,20.24,1,7.87,0,4.89,4,1,2009,1239,38,386,0,346,4018,175
2018,5,EV,ExpressJet Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",90,11,2.93,2.3,5.78,0,0,0,0,516,222,90,204,0,0,1032,67.99
2018,5,EV,ExpressJet Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",220,37,15.39,1,11.15,0,9.46,1,0,3140,1110,616,669,0,745,6280,145
2018,5,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",58,23,6.39,0,8.31,0,8.3,0,0,1879,752,0,381,0,746,3758,12
2018,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",324,89,23.04,1.24,36.01,0,28.71,5,1,4975,1069,117,1374,0,2415,9950,140
2018,5,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",443,118,22.37,0.8,41.63,0,53.19,3,0,9455,1812,31,1704,0,5908,18910,204.01
2018,5,F9,Frontier Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",31,9,2.39,1,0.83,0,4.77,0,0,517,49,37,20,0,411,1034,13.01
2018,5,F9,Frontier Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",14,8,2.27,0,3.04,0,2.69,0,0,571,114,0,179,0,278,1142,-2
2018,5,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",91,22,8.35,0.15,8.82,0,4.68,1,0,1131,361,5,290,0,475,2262,46
2018,5,F9,Frontier Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",14,5,1.41,0,1.23,0,2.36,0,0,271,48,0,40,0,183,542,4
2018,5,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",66,20,8.05,0.41,8.43,0,3.11,0,0,1216,865,19,229,0,103,2432,26
2018,5,F9,Frontier Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",6,3,1.93,0,0.65,0,0.42,0,0,276,155,0,32,0,89,552,5.55112E-17
2018,5,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",58,20,3.07,0.18,6.07,0,10.68,0,0,2540,196,94,263,0,1987,5080,18
2018,5,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",18,5,1.25,0,0.76,0,2.98,0,0,303,78,0,13,0,212,606,8.01
2018,5,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",241,47,12.71,1.08,10.71,0,22.49,0,0,3325,850,26,483,0,1966,6650,147.01
2018,5,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",126,35,5.67,1.35,12.7,0,15.27,1,1,3082,695,31,460,0,1896,6164,54.01
2018,5,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",45,6,1.26,0,1.1,0,3.64,2,0,427,57,0,31,0,339,854,31
2018,5,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",203,48,10.35,0.04,16.42,0,21.19,6,0,3692,652,5,1015,0,2020,7384,101
2018,5,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",367,83,25.45,1.04,18.47,0,38.04,0,0,6273,1998,27,747,0,3501,12546,201
2018,5,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,28,6.93,0.69,8.6,0,11.78,0,2,2157,350,91,455,0,1261,4314,35
2018,5,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1998,505,111.71,5.54,129.25,0,258.5,16,4,40382,8241,247,6328,0,25566,80764,968
2018,5,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",65,21,5.49,0,6.7,0,8.81,0,0,1548,313,0,384,0,851,3096,23
2018,5,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",17,5,2.06,0,1.24,0,1.71,0,0,250,53,0,44,0,153,500,6.99
2018,5,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",92,20,9.37,0,7.43,0,3.19,1,0,1880,517,0,838,0,525,3760,51.01
2018,5,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",28,9,1.65,0,0.53,0,6.82,0,0,1014,307,0,33,0,674,2028,10
2018,5,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",8,4,1.19,0,0,0,2.81,0,0,470,104,0,0,0,366,940,0
2018,5,F9,Frontier Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,5,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",17,4,0.08,0,0.13,0,3.79,0,0,394,15,0,13,0,366,788,9
2018,5,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",17,6,1.92,0,1.31,0,2.77,0,0,581,202,0,103,0,276,1162,5
2018,5,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",36,9,2.46,1,4.47,0,1.07,0,0,368,101,51,131,0,85,736,18
2018,5,F9,Frontier Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",14,4,1.72,0,2.28,0,0,0,0,207,55,0,152,0,0,414,6
2018,5,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",124,47,9.96,0.33,15.78,0,20.93,1,1,4017,1011,26,769,0,2211,8034,28
2018,5,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",62,20,3.16,0.03,5.34,0,11.47,1,0,1286,87,2,284,0,913,2572,21
2018,5,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",70,12,7.16,0,1.84,0,3,0,0,660,460,0,89,0,111,1320,46
2018,5,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",178,59,12.78,1.86,24.5,0,19.86,3,0,5410,1382,102,1256,0,2670,10820,57
2018,5,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",80,18,5.68,0.35,8.58,0,3.39,0,0,1204,262,13,329,0,600,2408,44
2018,5,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",550,152,39,1.19,36.8,0,75.01,3,0,12184,3063,45,1785,0,7291,24368,243
2018,5,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",93,25,7.03,0,9.32,0,8.65,1,1,1432,378,0,360,0,694,2864,41
2018,5,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93,28,8.49,0.42,11.73,0,7.36,2,1,1348,335,36,518,0,459,2696,34
2018,5,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2018,5,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",62,15,3.35,0,2.77,0,8.88,1,0,731,247,0,79,0,405,1462,31
2018,5,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",716,173,41.27,1.91,52.67,0,77.15,11,2,14419,2957,138,2273,0,9051,28838,357
2018,5,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",53,15,4.27,0.67,5.57,0,4.49,1,0,988,267,39,223,0,459,1976,22
2018,5,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",81,29,10.06,0,12.26,0,6.69,2,1,1749,476,0,415,0,858,3498,19.99
2018,5,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",105,26,8.06,0,7.93,0,10.01,0,0,2695,1039,0,480,0,1176,5390,53
2018,5,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",42,9,2.05,0,0.44,0,6.51,0,0,678,76,0,91,0,511,1356,24
2018,5,F9,Frontier Airlines Inc.,MSO,"Missoula, MT: Missoula International",17,6,1.07,0,0.5,0,4.43,0,0,552,93,0,9,0,450,1104,5
2018,5,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",162,26,13.59,1,7.72,0,3.69,0,0,2244,1014,118,550,0,562,4488,110
2018,5,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",88,25,8.81,0,6.64,0,9.55,1,0,1879,318,0,548,0,1013,3758,37
2018,5,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",21,4,0.03,0,1.44,0,2.53,0,0,253,1,0,31,0,221,506,13
2018,5,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",51,12,4.75,0.23,2.32,0,4.7,0,1,1044,214,24,144,0,662,2088,26
2018,5,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",56,16,8.01,0,3,0,4.99,0,0,724,362,0,88,0,274,1448,24
2018,5,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",62,22,10.34,0,2.94,0,8.71,1,0,1324,360,0,114,0,850,2648,17.01
2018,5,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",235,86,13.94,0,36.21,0,35.86,6,3,8516,2383,0,2862,0,3271,17032,53.99
2018,5,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",34,13,1.47,0.19,1.86,0,9.47,1,1,1555,69,13,103,0,1370,3110,6.01
2018,5,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",73,22,5.49,0,4.73,0,11.79,0,0,1478,450,0,203,0,825,2956,28.99
2018,5,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",475,179,32.7,0,88.51,0,57.8,2,3,14160,2485,0,6398,0,5277,28320,111.99
2018,5,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",154,49,18.95,0,12.92,0,17.13,1,0,4472,1593,0,807,0,2072,8944,55
2018,5,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",14,2,0.08,0,0,0,1.92,0,0,82,5,0,0,0,77,164,10
2018,5,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",20,4,0.25,0,0.93,0,2.82,0,0,376,23,0,35,0,318,752,12
2018,5,F9,Frontier Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",12,2,2,0,0,0,0,0,0,184,184,0,0,0,0,368,8
2018,5,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",143,31,11.1,0.07,7.93,0,11.89,2,0,2751,591,45,221,0,1894,5502,79.01
2018,5,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",239,57,19.83,2.06,14.82,0,20.29,3,1,3778,1281,76,531,0,1890,7556,121
2018,5,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",26,13,1.55,0,3.96,0,7.5,0,0,1143,117,0,104,0,922,2286,-0.01
2018,5,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",76,21,7.02,0,10.58,0,3.4,0,0,1388,278,0,317,0,793,2776,34
2018,5,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",130,30,4.56,0,8,0,17.44,4,1,2256,226,0,322,0,1708,4512,65
2018,5,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",154,31,10.06,1,9.49,0,10.45,0,0,1980,657,204,362,0,757,3960,92
2018,5,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",17,9,2.96,0,2.43,0,3.61,0,0,715,147,0,102,0,466,1430,-1
2018,5,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",14,3,0.46,0,0.36,0,2.18,0,0,127,18,0,13,0,96,254,8
2018,5,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",96,30,8.87,0,6.21,0,14.92,1,0,2118,387,0,210,0,1521,4236,35
2018,5,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",47,26,6.29,0,11.59,0,8.11,0,0,1934,211,0,1042,0,681,3868,-4.99
2018,5,F9,Frontier Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",110,27,8.72,0,6.41,0,11.87,2,0,2657,578,0,548,0,1531,5314,54
2018,5,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",147,42,5.54,0,16.26,0,20.2,3,0,2826,328,0,758,0,1740,5652,60
2018,5,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",138,42,17.34,0,8.39,0,16.27,2,0,2799,1191,0,290,0,1318,5598,52
2018,5,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",62,15,7.3,1,2.2,0,4.5,1,0,772,284,34,83,0,371,1544,31
2018,5,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",93,13,4.7,0,2.45,0,5.85,0,0,853,228,0,85,0,540,1706,67
2018,5,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",189,52,16.76,0,16.3,0,18.94,0,0,4088,1211,0,804,0,2073,8176,85
2018,5,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",243,67,17.6,1.45,17.75,0,30.2,8,2,6523,1978,83,909,0,3553,13046,99
2018,5,F9,Frontier Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",61,17,5.52,0.23,4.39,0,6.87,1,1,2447,1060,7,480,0,900,4894,24.99
2018,5,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",17,2,1.03,0,0,0,0.97,0,0,641,318,0,0,0,323,1282,13
2018,5,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",82,13,4.31,0.88,2.51,0,5.31,0,0,833,199,42,180,0,412,1666,55.99
2018,5,G4,Allegiant Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",19,3,0,0.01,0.45,0,2.53,0,0,646,0,5,26,0,615,1292,13.01
2018,5,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",36,1,1,0,0,0,0,0,0,53,53,0,0,0,0,106,34
2018,5,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",103,20,9.25,0.44,2.5,0,7.82,0,0,2354,1632,35,56,0,631,4708,62.99
2018,5,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",110,40,8.9,2.69,7.22,0,21.19,1,0,2296,953,80,442,0,821,4592,29
2018,5,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",403,101,35.47,3.51,11.12,1.42,49.49,3,0,7311,2119,344,584,60,4204,14622,197.99
2018,5,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",20,4,2.72,0.13,1.15,0,0,0,0,249,167,20,62,0,0,498,12
2018,5,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",19,4,2.63,0,0.07,0,1.3,0,0,461,290,0,14,0,157,922,11
2018,5,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",32,4,2.16,0,1.51,0,0.34,0,1,188,86,0,84,0,18,376,22.99
2018,5,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",139,16,7.51,0,5.11,0,3.38,0,0,695,462,0,107,0,126,1390,107
2018,5,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB/MidAmerica",100,15,4.53,1.21,5.78,0,3.48,0,0,583,228,46,161,0,148,1166,70
2018,5,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Illinois Regional",17,2,1,0,0.85,0,0.15,0,0,329,276,0,45,0,8,658,13
2018,5,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",25,3,0.98,0,1.96,0,0.06,0,0,172,50,0,116,0,6,344,19
2018,5,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",38,12,2.49,0,2.73,0,6.78,1,0,684,118,0,321,0,245,1368,13
2018,5,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",19,7,3.01,0,2.03,0,1.96,0,0,809,392,0,63,0,354,1618,5
2018,5,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",17,3,0.09,0.94,0,0,1.97,0,0,79,3,15,0,0,61,158,11
2018,5,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",26,5,3.53,0,0.03,0,1.44,0,0,303,275,0,2,0,26,606,16
2018,5,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",49,7,3.57,1,0.19,0,2.24,0,0,552,205,84,7,0,256,1104,35
2018,5,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",8,4,1.32,0,0.5,0,2.18,0,0,288,195,0,19,0,74,576,-4.44089E-16
2018,5,G4,Allegiant Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",82,18,7.16,0.44,2.94,0.18,7.28,0,0,2116,1003,34,108,6,965,4232,46
2018,5,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",347,87,21.36,4.61,27.09,1,32.93,0,1,6924,2243,347,1435,21,2878,13848,172.01
2018,5,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",25,3,0,0,2,0,1,0,1,121,0,0,82,0,39,242,18
2018,5,G4,Allegiant Air,DEN,"Denver, CO: Denver International",18,7,0.15,0,3.44,0,3.4,0,0,313,8,0,93,0,212,626,4.01
2018,5,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",67,6,1.79,1,2.78,0,0.43,0,0,480,280,46,111,0,43,960,55
2018,5,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2018,5,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18
2018,5,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",42,13,6.67,0,3.01,0,3.31,0,0,744,604,0,63,0,77,1488,16.01
2018,5,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2018,5,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",46,4,2,0,2,0,0,0,0,693,142,0,551,0,0,1386,38
2018,5,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",30,4,4,0,0,0,0,0,0,443,443,0,0,0,0,886,22
2018,5,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",39,7,3.55,0,0.3,0,3.15,0,0,493,364,0,6,0,123,986,25
2018,5,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",9,5,3.3,0,0.56,0,1.14,0,0,509,388,0,21,0,100,1018,-1
2018,5,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",246,93,18.06,1.61,30.38,0,42.95,1,1,5639,1244,170,990,0,3235,11278,58
2018,5,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",38,5,4.24,0,0.09,0,0.67,0,0,236,222,0,2,0,12,472,28
2018,5,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",60,3,3,0,0,0,0,1,0,92,92,0,0,0,0,184,53
2018,5,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",43,8,3.54,0.35,1.48,0,2.64,0,0,615,367,22,116,0,110,1230,26.99
2018,5,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",17,4,1.08,0,0.69,1,1.23,0,0,234,104,0,39,22,69,468,9
2018,5,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",8,3,0.72,0,0.41,0,1.87,0,0,94,13,0,12,0,69,188,2
2018,5,G4,Allegiant Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",9,3,1.29,0,1,0,0.71,0,0,149,111,0,16,0,22,298,3
2018,5,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",17,1,0.23,0,0.77,0,0,0,2,22,5,0,17,0,0,44,13
2018,5,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",77,13,6.55,1,1.51,1.56,2.38,0,0,831,622,86,35,27,61,1662,51
2018,5,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",17,6,2.82,0.23,1.53,0,1.42,0,0,565,355,45,128,0,37,1130,5
2018,5,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",34,9,5.13,0.78,0.23,0,2.86,1,0,560,395,45,10,0,110,1120,15
2018,5,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",17,2,1,0,0.79,0,0.21,0,0,316,288,0,22,0,6,632,13
2018,5,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",13,3,1,0,2,0,0,0,0,646,172,0,474,0,0,1292,7
2018,5,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",45,9,4.13,3.91,0.78,0,0.18,0,0,738,349,289,84,0,16,1476,27
2018,5,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",29,4,3,1,0,0,0,0,0,183,145,38,0,0,0,366,21
2018,5,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",22,6,4.06,0,1.06,0,0.88,0,0,475,417,0,34,0,24,950,10
2018,5,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",20,6,2.54,0,0.89,0,2.56,0,0,298,162,0,24,0,112,596,8.01
2018,5,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",169,51,21.65,0.91,6.59,0,21.84,0,0,5522,3169,103,334,0,1916,11044,67.01
2018,5,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",60,14,3.63,1.14,2.93,0,6.29,0,0,1238,165,94,113,0,866,2476,32.01
2018,5,G4,Allegiant Air,LAS,"Las Vegas, NV: McCarran International",743,185,51.45,8.52,29.61,0,95.43,2,0,13963,4613,448,1709,0,7193,27926,370.99
2018,5,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",99,15,5.33,0,4.61,0,5.06,0,0,1066,384,0,136,0,546,2132,69
2018,5,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",112,20,7.16,1.48,2.59,0,8.77,0,0,1353,652,188,135,0,378,2706,72
2018,5,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",85,21,8.24,0,4.37,0,8.38,2,0,1743,798,0,192,0,753,3486,41.01
2018,5,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10,1,0.75,0,0,0,0.25,0,0,317,239,0,0,0,78,634,8
2018,5,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9,1,0.95,0,0,0,0.05,0,0,139,132,0,0,0,7,278,7
