year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,total_lateminutes,count_ontime
2018,5,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",56,9,4.87,0,4.04,0,0.1,0,0,479,324,0,149,0,6,958,37.99
2018,5,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",88,10,6.5,0.02,2.5,0,0.98,0,0,418,255,1,121,0,41,836,68
2018,5,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",33,8,2.23,0,4.49,0,1.28,0,0,183,50,0,101,0,32,366,17
2018,5,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2507,338,55.72,16.12,136.55,0,129.6,4,1,21647,7059,1510,4803,0,8275,43294,1826.01
2018,5,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",32,5,2.94,0,2.01,0,0.05,0,1,174,118,0,55,0,1,348,21
2018,5,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",48,6,2.1,0,2,0,1.9,1,2,486,55,0,102,0,329,972,33
2018,5,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",90,9,2.34,0.14,3.41,0,3.1,0,0,266,65,6,82,0,113,532,72.01
2018,5,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",59,6,0.05,0,1.16,0,4.79,1,0,275,6,0,27,0,242,550,46
2018,5,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",142,18,8.37,0,3.13,0,6.51,2,0,1805,500,0,746,0,559,3610,103.99
2018,5,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",52,11,1.45,0,2.68,0,6.87,2,0,684,118,0,66,0,500,1368,28
2018,5,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Illinois Regional",79,14,6.95,1.5,1.57,0,3.98,0,0,803,437,62,47,0,257,1606,51
2018,5,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",162,22,7.44,1.04,4.28,0,9.24,1,0,1599,387,261,206,0,745,3198,117
2018,5,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",571,90,24.1,5.7,26.7,0,33.51,11,1,5315,1555,182,1195,0,2383,10630,378.99
2018,5,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",87,13,7.48,1.28,2.7,0,1.55,0,0,653,407,40,95,0,111,1306,60.99
2018,5,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",10,1,0,0,1,0,0,0,0,40,0,0,40,0,0,80,8
2018,5,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",232,21,9.45,0.79,4.77,0,5.99,4,2,2343,1001,48,777,0,517,4686,184
2018,5,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",319,53,6.72,1.06,14.97,0,30.26,5,0,3567,369,40,816,0,2342,7134,207.99
2018,5,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",181,25,9.85,1,9.33,0,4.82,4,0,1447,541,27,438,0,441,2894,127
2018,5,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",27,6,0.87,0.09,0,0,5.04,0,0,536,31,11,0,0,494,1072,15
2018,5,9E,Endeavor Air Inc.,CAK,"Akron, OH: Akron-Canton Regional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,5,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",87,17,7.02,0.66,6.18,0,3.13,0,0,972,420,35,374,0,143,1944,53.01
2018,5,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",26,7,4.06,0,1.63,0,1.31,0,2,489,232,0,104,0,153,978,10
2018,5,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",14,1,1,0,0,0,0,0,0,28,28,0,0,0,0,56,12
2018,5,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",52,8,3.93,0,1.07,0,3,0,0,245,143,0,19,0,83,490,36
2018,5,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",225,28,8.85,1,4.67,0,13.48,2,0,1900,582,23,164,0,1131,3800,167
2018,5,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",305,47,11.41,0.92,21.92,0,12.75,5,0,3290,709,144,1467,0,970,6580,206
2018,5,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",47,9,3.92,0,4.6,0,0.48,0,0,790,544,0,185,0,61,1580,29
2018,5,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",118,12,6.7,0,2.2,0,3.1,0,0,441,227,0,73,0,141,882,94
2018,5,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1086,189,37.95,11.37,32.87,0,106.81,10,1,19564,4645,3206,1763,0,9950,39128,697
2018,5,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",142,9,3.64,2.01,1.66,0,1.7,0,0,515,140,172,140,0,63,1030,123.99
2018,5,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",15,1,1,0,0,0,0,0,0,72,72,0,0,0,0,144,13
2018,5,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",163,30,9.51,0.87,10.09,0,9.52,5,1,3141,1546,40,518,0,1037,6282,97.01
2018,5,9E,Endeavor Air Inc.,DEN,"Denver, CO: Denver International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2018,5,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",198,28,13.39,1,11.48,0,2.13,0,2,2058,985,125,784,0,164,4116,140
2018,5,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",198,37,7.68,3.56,9.55,0,16.21,2,0,2085,434,147,439,0,1065,4170,122
2018,5,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1555,193,39.31,11.66,47.17,0,94.87,6,0,17202,5158,1369,2764,0,7911,34404,1162.99
2018,5,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",146,13,1.71,0.95,9.19,0,1.15,0,0,352,39,41,211,0,61,704,120
2018,5,9E,Endeavor Air Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",62,12,3.35,1.99,4.38,0,2.28,0,0,948,212,408,189,0,139,1896,38
2018,5,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",175,57,9.4,1,42.17,0,4.44,3,2,3166,692,51,2143,0,280,6332,55.99
2018,5,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",112,10,3.8,0,4.14,0,2.06,0,0,442,214,0,161,0,67,884,92
2018,5,9E,Endeavor Air Inc.,FNT,"Flint, MI: Bishop International",57,10,4.3,0,2.31,0,3.39,0,0,267,117,0,39,0,111,534,37
2018,5,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",171,22,7.51,0.66,8.82,0,5.01,0,0,750,334,20,231,0,165,1500,127
2018,5,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2018,5,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",61,10,1.22,0.12,4.05,0,4.61,0,0,482,80,3,114,0,285,964,41
2018,5,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",50,13,4.32,0,1.71,0,6.96,0,0,904,309,0,34,0,561,1808,24.01
2018,5,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",190,37,13.73,1.74,11.6,0,9.93,3,1,1772,706,180,327,0,559,3544,112
2018,5,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",32,12,1.5,1,0.04,0,9.46,0,0,555,71,66,3,0,415,1110,8
2018,5,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",234,39,19.34,3.71,8.55,0,7.4,3,2,4386,829,2790,408,0,359,8772,151
2018,5,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",28,4,1.33,1,0,0,1.67,0,0,91,25,41,0,0,25,182,20
2018,5,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",87,18,5.28,2.05,4.65,0,6.02,2,0,1686,300,710,331,0,345,3372,49
2018,5,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",106,16,2.99,1.68,9.58,0,1.76,0,0,735,130,166,313,0,126,1470,73.99
2018,5,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",53,3,1.64,0,1.18,0,0.18,0,0,83,58,0,20,0,5,166,47
2018,5,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",201,30,10.85,1.76,6.98,0,10.41,2,0,2380,1336,112,243,0,689,4760,139
2018,5,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,5,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",235,44,11.81,0,14.54,0,17.64,4,0,2461,690,0,530,0,1241,4922,143.01
2018,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2157,415,50.33,17.89,223.43,0,123.34,44,13,36255,6065,3076,17436,0,9678,72510,1270.01
2018,5,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",12,1,1,0,0,0,0,0,0,34,34,0,0,0,0,68,10
2018,5,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2443,387,70.08,16.08,190.35,0,110.5,42,7,33892,11081,2590,11819,0,8402,67784,1619.99
2018,5,9E,Endeavor Air Inc.,LNK,"Lincoln, NE: Lincoln Airport",22,3,0,0.2,1.71,0,1.09,0,0,68,0,4,39,0,25,136,16
2018,5,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",22,3,3,0,0,0,0,0,0,212,212,0,0,0,0,424,16
2018,5,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",232,25,9.02,2.14,7.49,0,6.34,3,0,1901,800,293,419,0,389,3802,179.01
2018,5,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",22,5,2.49,0,1.93,0,0.58,0,0,270,135,0,74,0,61,540,12
2018,5,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",85,12,5.62,0,3.44,0,2.94,0,0,1139,571,0,227,0,341,2278,61
2018,5,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",86,12,3.45,1.76,4.29,0,2.5,0,1,559,184,101,148,0,126,1118,61
2018,5,9E,Endeavor Air Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",132,15,5.96,0.14,1.86,0,7.04,1,0,1555,773,9,80,0,693,3110,101
2018,5,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",73,11,3.91,1,3.86,0,2.24,2,0,583,200,61,98,0,224,1166,48.99
2018,5,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",84,8,4.86,0,2.06,0,1.07,0,0,495,338,0,92,0,65,990,68.01
2018,5,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",26,4,2.59,0,0,0,1.41,1,0,222,141,0,0,0,81,444,17
2018,5,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",733,108,24.7,8.97,29.08,0.93,44.32,0,3,8361,2813,1172,1151,14,3211,16722,514
2018,5,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",45,5,1.17,0,1.21,0,2.62,2,0,339,32,0,100,0,207,678,33
2018,5,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31,4,1.09,0,1.06,0,1.85,0,0,218,78,0,24,0,116,436,23
2018,5,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",76,8,4.91,0,2.42,0,0.67,0,0,380,296,0,70,0,14,760,60
2018,5,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",88,17,4.06,0.61,5.49,0,6.85,3,0,1853,362,470,141,0,880,3706,50.99
2018,5,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",284,92,17.25,4.13,50.94,0,19.68,4,0,8429,1429,328,5089,0,1583,16858,96
2018,5,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",290,37,11.46,1.75,14.03,0,9.76,6,0,2859,1521,114,567,0,657,5718,210
2018,5,9E,Endeavor Air Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",30,4,0.55,0,1.98,0,1.47,0,1,172,20,0,78,0,74,344,21
2018,5,9E,Endeavor Air Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",36,4,2.48,0,0.32,0,1.21,0,0,132,78,0,21,0,33,264,27.99
2018,5,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",139,28,4.05,0,17.91,0,6.04,2,0,3613,866,0,2184,0,563,7226,81
2018,5,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",273,42,8.92,2.3,8,0,22.77,4,1,2964,339,305,345,0,1975,5928,184.01
2018,5,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",197,37,8.64,0,8.83,0,19.53,2,0,2290,353,0,347,0,1590,4580,121
2018,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",467,64,14.88,1.51,15.56,0,32.05,9,0,5894,1648,308,613,0,3325,11788,330
2018,5,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",142,30,8.06,0.96,11.82,0,9.16,5,0,1599,559,55,425,0,560,3198,77
2018,5,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",246,41,13.45,1.71,8.94,0,16.91,2,0,3354,1137,461,390,0,1366,6708,161.99
2018,5,9E,Endeavor Air Inc.,SAT,"San Antonio, TX: San Antonio International",30,4,0.22,0.5,2.09,0,1.19,0,0,187,15,23,82,0,67,374,22
2018,5,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",185,25,10.16,0.94,4.09,0,9.81,2,0,1797,460,94,279,0,964,3594,133
2018,5,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",7,1,0,0,0,0,1,0,0,66,0,0,0,0,66,132,5
2018,5,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",15,3,1.14,0,0,0,1.86,0,0,201,55,0,0,0,146,402,9
2018,5,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",93,15,4.5,1,4.76,0,4.73,0,0,607,206,19,200,0,182,1214,63.01
2018,5,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",61,13,6.77,1,1.46,0,3.76,0,0,967,640,74,40,0,213,1934,35.01
2018,5,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",177,17,3.56,0.99,6.59,0,5.86,2,0,992,300,55,326,0,311,1984,141
2018,5,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",231,40,20.31,1.09,4.47,0,14.13,2,1,2337,1031,110,324,0,872,4674,148
2018,5,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",84,21,11.29,0.26,2.63,0,6.83,0,0,1032,563,9,111,0,349,2064,41.99
2018,5,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",114,12,2.35,0,6.53,0,3.11,0,1,407,89,0,205,0,113,814,89.01
2018,5,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",66,7,3.34,0,0.69,0,2.96,0,0,346,101,0,15,0,230,692,52.01
2018,5,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",339,48,21.29,0.86,10.45,0,15.41,1,0,2853,1163,49,481,0,1160,5706,241.99
2018,5,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",88,7,3.95,0,1.18,0,1.87,0,0,363,223,0,39,0,101,726,74
2018,5,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,5,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",117,19,7.23,0.4,7.71,0,3.66,0,0,1207,459,10,604,0,134,2414,79
2018,5,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",211,52,15.12,0.54,18.03,0,18.31,2,0,3613,1393,94,777,0,1349,7226,105
2018,5,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",86,12,3.89,0,2.43,0,5.68,2,0,617,252,0,80,0,285,1234,60
2018,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1008,227,62.44,10.66,85.59,0.2,68.11,19,1,14605,3717,1090,3441,14,6343,29210,534
2018,5,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",915,164,61.67,5.8,32.17,0,64.37,9,2,10704,4562,567,1581,0,3994,21408,575.99
2018,5,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",383,116,34.49,4.45,30.97,1.17,44.92,0,1,7659,1835,745,1270,26,3783,15318,150
2018,5,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",516,123,54.87,6.04,20.74,0.16,41.2,7,0,7798,3165,750,857,12,3014,15596,262.99
2018,5,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",31,5,2.1,0.34,1.29,0,1.27,0,0,272,61,40,58,0,113,544,21
2018,5,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",2479,500,148.87,24.44,163.05,0.92,162.72,32,4,29284,8437,2353,7248,22,11224,58568,1443
2018,5,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",62,18,3.47,1.52,2.83,0,10.19,1,0,1233,154,116,101,0,862,2466,24.99
2018,5,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",92,19,5.58,0,5.75,0.2,7.47,0,0,813,164,0,262,3,384,1626,54
2018,5,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",479,127,45.02,4.25,38.89,0.1,38.75,10,3,7612,2573,288,2237,8,2506,15224,211.99
2018,5,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",28,3,1.5,0,0,0,1.5,0,0,1382,547,0,0,0,835,2764,22
2018,5,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",123,27,12.28,0.61,1.9,0,12.2,0,0,1713,627,72,111,0,903,3426,69.01
2018,5,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",314,65,28.98,1.91,11.11,0.57,22.44,2,0,4183,1766,163,342,20,1892,8366,181.99
2018,5,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8470,1320,351.99,54.11,409.23,2,502.67,80,24,81284,22117,5152,19569,53,34393,162568,5726
2018,5,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",201,46,19.05,0.04,4.41,0,22.5,2,1,3148,1615,3,135,0,1395,6296,106
2018,5,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",95,31,9.19,0.07,6.47,0,15.27,0,0,1534,439,8,235,0,852,3068,33
2018,5,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",61,18,7.81,0.87,3.84,0,5.48,0,0,1088,610,77,137,0,264,2176,25
2018,5,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2030,415,110.86,13.6,146.01,0,144.52,44,9,29014,7625,1424,8427,0,11538,58028,1147.01
2018,5,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",933,210,81.84,6.17,62.13,1.18,58.67,13,1,12637,4774,496,2604,29,4734,25274,499.01
2018,5,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12065,1843,466.49,99.53,390.4,3.87,882.71,160,16,163006,55014,9371,22386,129,76106,326012,8203
2018,5,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",146,28,9.91,0.95,4.4,0,12.73,0,0,1470,364,78,170,0,858,2940,90.01
2018,5,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",518,125,45.6,7.11,22.26,1.13,48.89,8,0,8891,3419,846,1015,64,3547,17782,260.01
2018,5,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",209,55,22.76,1.5,11.34,0,19.4,6,1,3710,1442,175,489,0,1604,7420,92
2018,5,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",656,237,39.69,6.76,136.51,0.38,53.67,12,2,16363,3836,597,7636,21,4273,32726,167.99
2018,5,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",73,12,3.62,0.49,2.27,0,5.62,1,0,690,198,65,94,0,333,1380,48
2018,5,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",510,136,46.14,5.99,45.42,0,38.45,3,3,7415,2079,490,1620,0,3226,14830,232
2018,5,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",92,12,6.41,0,1.87,0,3.73,0,0,679,326,0,82,0,271,1358,67.99
2018,5,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",58,11,3.25,0.89,3.19,0,3.67,1,0,413,96,68,66,0,183,826,35
2018,5,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",256,43,16.73,1.74,18.64,0,5.88,0,0,2331,1140,104,497,0,590,4662,170.01
2018,5,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",266,53,14.54,3.47,19.46,0,15.52,8,3,2911,854,295,925,0,837,5822,149.01
2018,5,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",700,136,60.97,5.16,24.78,0,45.08,14,2,8931,3635,470,1684,0,3142,17862,412.01
2018,5,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",62,23,6.34,0,3.33,0,13.32,2,0,1598,485,0,103,0,1010,3196,14.01
2018,5,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",89,18,6.46,0.68,4.36,0,6.5,0,0,1094,470,42,89,0,493,2188,53
2018,5,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",315,76,31.21,1.01,19.63,0,24.15,7,0,3852,1488,44,759,0,1561,7704,156
2018,5,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",348,81,28.5,1.71,17.59,0.61,32.59,5,1,5093,1759,171,593,57,2513,10186,180
2018,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1413,334,98.7,17.98,139.14,0.6,77.57,16,9,26299,7637,2971,7690,21,7980,52598,720.01
2018,5,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",86,12,8.44,0,1.75,0,1.81,0,0,1115,651,0,71,0,393,2230,62
2018,5,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1210,252,89.9,9.02,69.77,0,83.3,10,1,15430,5615,949,2843,0,6023,30860,695.01
2018,5,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3450,568,175.04,27.94,185.65,0,179.37,23,4,35821,13884,1900,6688,0,13349,71642,2287
2018,5,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1908,358,108.68,29.33,112.54,0.16,107.29,43,15,23092,5868,2367,7553,6,7298,46184,1134
2018,5,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",94,17,8.05,0,7.95,0,1,0,1,744,486,0,230,0,28,1488,59
2018,5,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",459,89,32.44,4.43,16.21,0,35.93,4,2,4998,1573,344,606,0,2475,9996,274.99
2018,5,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1554,331,118.29,16.85,90.63,0.84,104.39,15,4,19058,7073,1406,3685,21,6873,38116,873
2018,5,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",62,14,4.78,0,5.26,0,3.96,1,0,600,175,0,144,0,281,1200,33
2018,5,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",208,42,18.32,0.04,9.03,0,14.61,4,0,2679,1344,1,417,0,917,5358,120
2018,5,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",86,23,11.42,0,1.82,0,9.76,1,0,1577,762,0,52,0,763,3154,39
2018,5,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4337,987,255.89,19.72,401.78,1.82,307.78,52,20,69365,21030,2594,18198,65,27478,138730,2291.01
2018,5,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",142,34,13.04,0.67,6.88,0,13.41,1,1,2392,967,37,312,0,1076,4784,72
2018,5,AA,American Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",31,4,1.67,1,0.82,0,0.52,0,0,192,58,89,30,0,15,384,22.99
2018,5,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",601,142,49.7,3.52,36.49,0,52.29,11,5,8099,3255,304,1171,0,3369,16198,301
2018,5,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",601,129,52.17,6.57,21.09,0,49.16,12,1,7505,2233,486,1191,0,3595,15010,330.01
2018,5,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",34,5,3.22,0,1.06,0,0.72,0,0,364,327,0,24,0,13,728,24
2018,5,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",123,5,3.23,0,1.73,0,0.05,0,0,214,112,0,101,0,1,428,112.99
2018,5,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",172,20,11.65,0.93,5.42,1,1,0,2,1317,981,51,163,46,76,2634,130
2018,5,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",233,55,22.07,1.95,7.46,0,23.52,7,2,3649,1600,63,278,0,1708,7298,114
2018,5,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",179,35,12.83,0.94,2.63,0,18.6,4,0,2753,901,97,107,0,1648,5506,105
2018,5,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",208,41,17.76,0,6.47,0,16.77,0,0,3395,1705,0,261,0,1429,6790,126
2018,5,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5458,1246,248.69,45.98,604.73,0,346.61,121,60,91053,16812,4844,39999,0,29398,182106,2784.99
